100	Minimal Hausdorff Topology	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	1	3	1	1	1	0	1	0											
101	Alexandroff Square	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	1	0											
102	$Z^Z$	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1	0											
103	Uncountable Products of $Z^+$	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	3	2	0	3	3	3	0											
104	Baire Product Metric on $R^\omega$	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1	0											
105	$I^I$	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0											
106	"$[0,\Omega) \times I^I$"	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0											
107	Helly Space	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	1	0											
108	"$C[0,1]$"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	2	2	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0											
109	Box Product Topology on $R^\omega$	1	1	1	1	1	1	2	2	1	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	1	0											
111	Stone-Cech Compactification of the Integers	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	3	1	0	0	0	1	0											
112	Novak Space	1	1	1	1	1	1	2	2	1	1	1	1	2	2	2	0	0	0	1	2	1	1	2	2	0	1	0	2	1	0	0	1	1	0	0	2	2	2	0	0	2	2	2	2	2	1	1	1	2	1	2	0	0	0	3	1	0	2	2	1	0											
